ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Yrs_Customer,age,Total_Spent
4299,Graduation,Together,70971.0,0,1,28,7,11,11,5,7,0,0,0,0,0,0,1,9,62,1825
8923,Graduation,Single,83917.0,0,0,12,1,6,7,7,3,0,0,0,0,0,0,1,9,49,1587
1907,Master,Divorced,63120.0,0,1,53,5,8,4,9,7,0,0,0,0,0,0,1,9,72,1477
1173,Master,Together,77632.0,0,0,73,1,4,2,6,2,0,1,1,0,0,0,1,9,75,2252
4611,Graduation,Together,105471.0,0,0,36,0,9,8,13,3,0,0,1,1,0,0,1,9,52,1724
4673,PhD,Married,81300.0,0,1,17,3,10,3,5,5,0,0,0,1,0,0,1,9,59,1241
9826,PhD,Single,86857.0,0,0,96,1,5,6,10,2,0,0,0,0,0,0,1,9,50,2114
8029,Master,Single,90247.0,0,0,27,1,3,4,7,1,0,1,1,1,0,0,1,8,34,1621
3619,Unknown,Divorced,87305.0,0,0,19,1,5,3,8,2,0,0,1,0,0,0,1,9,62,1152
7875,Graduation,Married,72025.0,0,0,46,1,4,8,13,2,0,1,1,1,0,0,1,8,73,1677
4073,Unknown,Married,63564.0,0,0,0,1,10,10,7,6,1,0,0,0,0,0,1,8,68,1215
3667,Graduation,Married,80952.0,0,0,20,1,8,5,11,8,0,1,1,1,0,0,1,9,53,1757
4012,PhD,Together,62220.0,0,1,55,5,7,6,5,6,0,0,0,0,0,0,1,9,50,1226
3483,Graduation,Married,48192.0,0,0,76,3,2,8,12,8,0,1,0,1,1,0,1,9,64,1526
9493,PhD,Single,76412.0,0,0,15,1,5,4,8,3,0,0,1,1,0,0,1,9,42,1808
5536,Graduation,Together,87771.0,0,1,61,1,5,10,4,6,0,1,1,1,1,0,1,8,63,1957
5848,Graduation,Together,81205.0,0,0,43,1,5,6,7,2,1,0,1,0,1,0,1,8,52,2009
5830,PhD,Single,86857.0,0,0,96,1,5,6,10,2,0,0,0,0,0,0,1,9,50,2114
10150,Graduation,Single,86429.0,0,0,10,0,7,4,7,2,0,0,0,1,0,0,1,8,61,1449
9760,PhD,Widow,52278.0,0,1,24,6,10,5,10,8,0,0,0,0,0,0,1,9,59,1198
10619,Graduation,Single,95529.0,0,0,29,1,7,3,7,3,0,0,1,0,0,0,1,9,28,1990
8362,PhD,Married,84169.0,0,0,9,1,7,6,6,3,0,1,1,0,0,0,1,8,40,1919
6810,Graduation,Divorced,82025.0,0,0,76,1,3,2,6,1,0,0,1,0,0,0,1,8,39,1187
5386,Graduation,Together,94384.0,0,0,62,0,5,8,5,2,0,1,1,1,0,0,1,9,69,2302
10489,Graduation,Married,92955.0,0,0,35,1,6,7,9,2,0,0,1,1,0,0,1,8,49,1778
5718,Graduation,Married,80763.0,0,0,17,1,5,11,6,3,0,0,1,1,0,0,1,8,72,1415
4580,Graduation,Married,75759.0,0,0,46,1,9,7,9,5,1,0,1,1,0,0,1,8,53,2486
8545,Graduation,Divorced,85683.0,0,0,6,1,2,4,10,1,0,1,1,1,1,0,1,8,68,1789
7962,PhD,Single,95169.0,0,0,1,1,4,3,4,1,0,0,1,1,0,0,1,8,35,1901
6059,PhD,Together,64504.0,1,1,81,7,11,3,4,7,0,0,0,0,0,0,1,9,69,1314
5204,Graduation,Together,74538.0,0,0,21,1,8,8,5,3,0,0,1,0,0,0,1,8,51,1461
9220,Graduation,Single,91700.0,0,0,58,1,8,6,5,3,0,0,0,0,0,0,1,9,51,1968
3005,Graduation,Single,83528.0,0,0,7,1,4,10,8,1,1,0,0,1,0,0,1,8,30,1650
8707,Graduation,Married,79456.0,0,0,12,1,5,6,4,3,0,0,0,0,0,0,1,9,66,1401
6072,Master,Single,75345.0,0,0,16,1,5,8,6,3,0,0,0,1,0,0,1,9,52,2087
7348,PhD,Single,71691.0,0,0,0,1,4,7,5,2,0,0,0,0,0,0,1,8,64,1192
5538,Graduation,Divorced,83829.0,0,0,78,0,4,7,6,1,1,0,1,1,0,0,1,8,47,1862
1524,Unknown,Single,81698.0,0,0,1,1,8,2,5,5,0,0,0,1,0,0,1,9,39,1104
4756,Unknown,Divorced,63998.0,0,0,42,1,7,6,11,4,0,0,0,0,0,0,1,8,70,1168
2894,Graduation,Single,72903.0,0,0,74,1,7,5,8,4,0,1,1,1,0,0,1,8,37,2013
8015,PhD,Divorced,85696.0,0,0,88,1,4,6,9,1,0,0,0,0,0,0,1,9,60,1313
5031,Graduation,Together,83145.0,0,0,14,1,5,9,11,2,0,0,1,0,0,0,1,9,48,1833
1829,PhD,Divorced,54959.0,0,1,55,3,9,5,4,7,0,1,0,0,0,0,1,9,61,1232
590,Master,Divorced,78579.0,0,0,35,1,5,6,4,3,0,0,0,0,0,0,1,9,52,1812
8732,Master,Widow,67369.0,0,1,81,4,7,4,10,4,0,1,1,0,0,0,1,9,53,1461
9606,PhD,Married,69969.0,0,0,64,1,4,2,6,3,0,0,1,1,0,0,1,8,57,1536
5153,PhD,Married,77766.0,0,1,97,2,11,10,11,6,1,0,0,0,0,0,1,9,55,1529
3979,PhD,Divorced,90687.0,0,0,98,1,6,2,8,2,0,0,1,0,0,0,1,8,39,1779
3910,Graduation,Divorced,83829.0,0,0,78,0,4,7,6,1,1,0,1,1,0,0,1,8,47,1862
3698,Graduation,Together,78687.0,0,0,13,1,4,6,8,2,0,0,1,0,0,0,1,9,39,2130
9516,Unknown,Divorced,49118.0,0,0,90,2,9,7,10,7,0,1,0,0,1,0,1,9,51,1229
9010,Master,Married,83151.0,0,0,80,1,5,7,10,2,1,0,1,1,0,0,1,9,50,2346
1577,Graduation,Married,78569.0,0,0,14,1,4,6,4,1,0,0,1,0,0,0,1,8,76,1736
6024,Graduation,Together,94384.0,0,0,62,0,5,8,5,2,0,1,1,1,0,0,1,9,69,2302
5758,Graduation,Married,65169.0,0,0,23,1,10,4,13,6,1,0,1,1,1,0,1,8,40,1189
158,PhD,Together,71604.0,0,0,3,1,8,3,5,4,1,0,0,0,0,0,1,8,77,1196
873,Master,Married,62845.0,1,1,3,11,3,4,10,8,0,1,0,0,0,0,1,9,73,1178
1745,PhD,Divorced,85696.0,0,0,88,1,4,6,9,1,0,0,0,0,0,0,1,9,60,1313
5080,Graduation,Single,70515.0,0,0,12,1,6,6,4,2,0,0,0,0,0,0,1,8,29,1258
2407,Graduation,Married,69109.0,0,0,10,1,6,6,7,4,0,0,1,0,0,0,1,9,40,1555
2674,Master,Single,75154.0,0,1,79,1,6,3,6,3,0,0,0,0,0,0,1,9,64,1143
9121,Graduation,Married,80134.0,1,0,40,2,5,3,6,6,0,1,1,1,0,0,1,8,50,1690
4310,Graduation,Married,80589.0,0,0,25,1,5,10,5,1,0,0,0,1,0,0,1,8,78,1428
4530,Master,Widow,78427.0,0,0,36,3,3,7,10,3,0,0,0,1,0,0,1,9,74,1930
6246,Graduation,Single,73892.0,0,0,40,1,3,11,8,1,0,0,0,0,0,0,1,8,69,1507
10133,Graduation,Single,93790.0,0,0,16,0,6,7,12,2,0,1,1,1,0,0,1,8,52,2349
4070,PhD,Married,94871.0,0,1,99,1,8,5,4,7,0,1,1,0,0,0,1,9,53,1078
1763,Graduation,Together,87679.0,0,0,62,1,7,11,10,4,1,0,1,1,0,0,1,8,34,2524
2072,PhD,Together,53374.0,0,1,34,6,4,2,9,9,1,0,0,0,0,0,1,9,53,1064
3584,PhD,Single,49667.0,0,0,35,2,5,10,5,8,1,0,0,0,0,0,1,9,67,1396
4278,PhD,Single,87188.0,0,0,73,1,10,2,6,3,0,0,0,0,0,0,1,8,39,1923
830,PhD,Single,74004.0,0,0,5,1,4,6,4,3,0,0,1,1,0,0,1,8,35,1658
10530,PhD,Widow,67786.0,0,0,0,1,3,6,6,1,0,0,0,0,0,0,1,8,63,1156
4261,PhD,Single,82800.0,0,0,23,1,7,6,12,3,0,0,1,1,0,0,1,9,76,1315
5350,Master,Single,90638.0,0,0,29,1,3,4,10,1,0,0,1,0,0,0,1,8,31,2525
9242,Graduation,Single,64509.0,0,0,19,1,6,3,9,4,1,0,0,0,0,0,1,8,32,1722
1665,PhD,Divorced,64140.0,0,1,71,5,2,5,6,5,1,0,1,0,1,0,1,8,58,1750
6409,Graduation,Divorced,57136.0,0,0,18,1,7,5,7,6,0,0,0,0,0,0,1,8,55,1179
8395,Graduation,Single,82014.0,0,0,48,1,3,6,12,6,0,0,0,0,0,0,1,9,61,1511
2781,Graduation,Single,72066.0,0,0,55,1,4,6,6,2,0,0,1,1,0,0,1,7,41,1792
4127,PhD,Married,77766.0,0,1,97,2,11,10,11,6,1,0,0,0,0,0,1,9,55,1529
3690,Master,Married,80141.0,0,0,20,1,7,4,10,6,0,0,1,0,0,0,1,9,36,2091
1891,Master,Divorced,78789.0,0,0,12,1,4,6,5,2,0,0,0,0,0,0,1,9,42,1754
477,Graduation,Married,83512.0,0,0,31,1,4,7,10,1,1,0,1,1,1,0,1,7,36,2157
7832,Master,Married,77520.0,0,1,30,1,8,7,7,4,1,0,1,1,0,0,1,8,63,1526
1172,PhD,Married,92491.0,0,0,71,1,7,5,12,3,0,1,1,1,0,0,1,9,39,2034
569,Graduation,Single,90273.0,0,0,32,1,5,6,7,2,0,1,1,1,0,0,1,8,31,1991
10814,Graduation,Together,70321.0,0,0,6,1,6,5,13,4,0,0,0,0,0,0,1,9,75,1376
3571,PhD,Together,63342.0,0,1,48,3,8,3,5,6,0,1,0,0,0,0,1,9,61,1101
1619,Graduation,Married,90369.0,0,0,2,1,4,6,6,1,0,0,0,0,0,0,1,8,66,1588
10057,Graduation,Single,72282.0,0,0,70,1,5,7,9,7,0,0,0,0,0,0,1,8,71,1331
5302,Graduation,Together,78394.0,0,0,13,1,4,6,5,2,0,0,0,0,0,0,1,9,36,1428
531,PhD,Divorced,57333.0,0,1,55,11,8,5,9,6,0,0,0,0,0,0,1,9,68,1662
6906,Master,Widow,84953.0,0,0,73,1,3,10,4,2,0,1,1,1,0,0,1,8,69,1024
4427,Unknown,Single,83257.0,0,0,56,1,5,10,12,6,1,0,1,0,0,1,1,9,27,1365
9595,Graduation,Together,64260.0,0,0,1,1,4,5,4,3,0,0,0,0,0,0,1,9,61,1574
10163,PhD,Single,82733.0,0,0,28,1,8,4,7,4,0,0,0,0,0,0,1,8,38,1323
9064,Graduation,Married,69109.0,0,0,10,1,6,6,7,4,0,0,1,0,0,0,1,9,40,1555
2186,Unknown,Together,82326.0,0,0,30,1,5,10,6,2,0,1,1,1,0,0,1,8,45,2257
3074,PhD,Married,70643.0,0,0,66,1,5,8,4,6,0,0,0,0,0,0,1,9,38,1828
5113,PhD,Divorced,86979.0,0,0,67,1,5,5,5,2,1,0,0,0,0,0,1,8,51,1702
5831,Graduation,Married,77870.0,0,1,93,3,5,5,5,8,0,1,0,1,0,0,1,9,55,1815
3138,Graduation,Single,91249.0,0,0,84,0,7,9,6,4,0,1,1,1,1,0,1,9,66,1676
1867,Graduation,Single,64849.0,0,0,42,1,9,3,6,5,0,0,0,0,0,0,1,9,65,1336
1139,PhD,Married,73356.0,0,0,56,1,5,11,5,2,1,0,1,1,0,0,1,8,38,1512
10676,Graduation,Married,63211.0,0,0,3,2,3,8,7,2,0,0,0,0,0,0,1,9,40,1173
7919,PhD,Together,72335.0,0,0,2,1,10,4,8,8,0,0,0,0,0,0,1,9,46,2092
2109,Graduation,Single,96843.0,0,0,60,1,6,11,10,2,0,0,1,0,0,0,1,9,32,1544
3009,PhD,Widow,71670.0,0,0,8,1,5,3,6,6,0,1,1,0,1,0,1,8,60,1766
8537,Graduation,Widow,72643.0,0,0,60,1,3,10,7,2,0,0,0,1,0,0,1,9,73,1429
10949,PhD,Divorced,72968.0,0,0,8,1,5,5,8,3,0,0,0,1,0,0,1,8,59,1958
6248,Master,Single,91712.0,0,0,47,0,9,7,11,3,0,0,1,0,0,0,1,8,75,2217
500,Graduation,Together,96876.0,0,0,79,1,7,7,9,2,0,1,1,1,0,0,1,8,45,1941
3262,Graduation,Single,68281.0,0,0,31,1,2,9,13,5,0,0,0,0,0,0,1,9,64,1655
3507,Graduation,Single,76467.0,1,0,44,2,2,5,5,6,0,0,0,0,0,0,1,9,52,1575
7734,Graduation,Unknown,79244.0,0,0,58,1,4,10,7,1,0,0,1,1,0,0,1,9,29,1216
1103,Master,Married,81929.0,1,0,60,2,4,4,10,6,1,0,1,0,0,0,1,9,46,2053
3104,Graduation,Single,82332.0,0,0,89,1,5,3,12,2,0,0,1,0,0,0,1,9,61,2006
6292,PhD,Married,82333.0,0,0,60,1,4,3,10,2,0,0,1,0,0,0,1,9,36,1822
1631,PhD,Together,65220.0,0,0,3,4,8,4,7,6,0,0,0,0,0,0,1,9,57,1282
3919,Master,Single,72309.0,0,0,64,1,5,6,8,3,0,0,0,1,0,0,1,9,46,1931
9790,Graduation,Single,78499.0,0,0,12,1,11,3,4,4,0,0,1,0,0,0,1,8,65,1334
5667,PhD,Married,60896.0,0,1,90,3,9,10,4,6,0,0,0,0,0,0,1,9,58,1701
3520,Master,Single,91172.0,0,0,94,0,4,3,7,3,1,0,1,1,1,0,1,9,32,1092
3968,Unknown,Divorced,65706.0,0,0,77,1,11,3,12,7,0,1,1,0,1,0,1,8,52,1199
1772,PhD,Married,79174.0,0,0,2,1,5,6,7,2,0,0,1,1,0,0,1,9,47,2043
4418,Master,Single,89616.0,0,0,36,1,7,5,12,2,0,0,0,0,0,0,1,9,39,1644
8722,Unknown,Married,82347.0,0,0,38,1,7,7,10,3,1,0,0,1,0,0,1,9,65,1853
7118,Graduation,Married,73803.0,0,1,61,2,9,5,6,6,1,0,0,0,0,0,1,9,65,1528
7366,Master,Single,75777.0,0,0,12,1,3,6,11,1,0,1,1,0,0,0,1,8,40,1438
