ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Yrs_Customer,age,Total_Spent
9491,Graduation,Together,23976.0,1,0,68,3,3,1,3,7,0,0,0,0,0,0,0,8,38,66
10032,Graduation,Divorced,12571.0,1,0,86,4,3,1,3,6,0,0,0,0,0,0,0,8,46,53
2826,Graduation,Married,22574.0,1,1,28,2,2,0,3,7,0,0,0,0,0,0,0,8,55,37
5835,PhD,Divorced,14849.0,1,0,39,3,2,0,4,8,0,0,0,0,0,0,0,8,46,65
2861,Graduation,Single,24072.0,1,0,79,1,1,0,2,8,0,0,0,0,0,0,0,9,39,23
9592,Graduation,Together,22010.0,1,0,51,2,2,0,3,8,0,0,0,0,0,0,0,8,39,33
9543,Graduation,Married,19986.0,1,0,74,1,0,0,3,7,0,0,0,0,0,0,0,8,37,22
948,Graduation,Single,10245.0,1,0,32,3,1,2,2,5,0,0,0,0,0,0,0,8,51,41
798,Graduation,Single,23442.0,1,0,71,1,1,0,3,7,0,0,0,0,0,0,0,9,35,27
6504,Unknown,Together,19789.0,1,0,24,3,2,1,3,5,1,0,0,0,0,0,0,8,47,78
6528,Master,Together,18492.0,1,0,75,1,1,0,2,8,0,0,0,0,0,0,0,7,40,10
5987,Unknown,Together,10404.0,1,0,52,2,1,0,4,5,0,0,0,0,0,0,0,8,33,43
456,Unknown,Married,7500.0,1,0,96,2,2,0,3,8,0,0,0,0,0,0,0,9,36,36
5029,Graduation,Married,18100.0,0,0,14,1,0,0,3,5,0,0,0,0,0,0,0,8,76,14
2106,Unknown,Married,20130.0,0,0,99,1,1,0,3,8,0,0,0,0,0,0,0,8,48,34
10364,Graduation,Divorced,23295.0,0,0,72,1,1,0,2,8,0,0,0,0,0,0,0,8,63,20
2541,Graduation,Married,24027.0,1,0,7,2,2,0,3,8,0,0,0,0,0,0,0,8,46,48
9081,Graduation,Single,20518.0,1,0,58,1,1,1,2,5,0,0,0,0,0,0,0,7,34,25
3436,Graduation,Married,14045.0,1,0,24,1,1,0,3,7,0,0,0,0,0,0,0,8,53,20
8151,Basic,Married,24279.0,0,0,6,1,4,1,3,8,0,0,0,0,0,0,0,9,32,263
304,Master,Single,22944.0,1,0,67,3,3,0,3,7,0,0,0,0,0,0,0,8,41,76
8541,Unknown,Married,24683.0,1,0,98,2,2,0,4,5,0,0,0,0,0,0,0,8,32,41
9460,Graduation,Married,22419.0,0,0,74,1,3,2,2,8,0,0,0,0,0,0,0,9,59,162
8420,Unknown,Married,15315.0,0,0,27,2,2,0,4,5,0,0,0,0,0,0,0,8,52,64
1160,Graduation,Married,13260.0,1,1,48,4,3,0,3,8,0,0,0,0,0,0,0,8,52,49
4179,Graduation,Together,24221.0,0,0,94,1,1,1,3,4,0,0,0,0,0,0,0,8,63,55
5252,Graduation,Divorced,23910.0,1,0,80,1,2,0,3,7,0,0,0,0,0,0,0,9,53,67
6682,Basic,Married,18978.0,1,0,41,1,1,0,3,8,0,0,0,0,0,0,0,9,49,37
6222,Graduation,Married,22574.0,1,1,28,2,2,0,3,7,0,0,0,0,0,0,0,8,55,37
3641,Graduation,Married,13624.0,1,0,93,2,2,0,3,6,0,0,0,0,0,0,0,9,46,36
7093,Graduation,Married,19986.0,1,0,74,1,0,0,3,7,0,0,0,0,0,0,0,8,37,22
8162,Master,Together,14661.0,0,0,88,1,1,0,3,6,0,0,0,0,0,0,0,9,66,26
10826,Graduation,Married,18690.0,0,0,77,1,1,1,2,8,0,0,0,0,0,0,0,9,63,60
1987,Basic,Single,21063.0,1,0,34,2,2,0,3,6,0,0,0,0,0,0,0,8,35,59
9316,Basic,Together,13084.0,0,0,29,1,1,0,3,6,0,0,0,0,0,0,0,8,70,29
4329,PhD,Married,18988.0,1,0,43,2,1,0,3,7,0,0,0,0,0,0,0,7,38,16
6516,Basic,Married,17487.0,1,0,37,1,1,0,2,7,0,0,0,0,0,0,0,9,33,18
7235,Unknown,Married,17003.0,1,0,37,3,2,0,4,5,0,0,0,0,0,0,0,8,47,38
4303,PhD,Together,6835.0,0,1,76,0,0,0,1,20,0,0,0,0,0,0,0,9,65,137
49,Graduation,Single,20587.0,1,0,39,1,1,1,2,7,0,0,0,0,0,0,0,7,52,25
4211,Basic,Married,20425.0,1,0,5,2,2,0,3,7,0,0,0,0,0,0,0,9,36,57
1135,Master,Together,17144.0,1,1,96,5,3,0,4,7,0,0,0,0,0,0,0,8,62,47
3479,Graduation,Single,16813.0,0,0,49,1,2,0,3,7,1,0,0,0,0,0,0,8,72,50
8523,Graduation,Married,19329.0,1,0,39,3,4,0,3,8,0,0,0,0,0,0,0,8,54,60
7462,Graduation,Single,22507.0,0,0,67,3,10,2,4,9,0,0,0,0,0,0,0,9,68,570
1143,Graduation,Married,22063.0,1,0,43,2,2,0,3,7,0,0,0,0,0,0,0,8,50,55
3855,Graduation,Married,22419.0,0,0,74,1,3,2,2,8,0,0,0,0,0,0,0,9,59,162
6646,Graduation,Together,16529.0,1,0,23,1,1,0,3,6,0,0,0,0,0,0,0,8,38,22
11121,Graduation,Married,19419.0,1,0,76,4,4,0,3,9,0,0,0,0,0,0,0,9,41,70
10262,Graduation,Married,15072.0,1,0,96,4,3,1,3,5,0,0,0,0,0,0,0,9,42,53
4297,Graduation,Together,23228.0,1,0,71,2,2,0,3,8,0,0,0,0,0,0,0,8,53,40
9553,Graduation,Married,7500.0,0,0,94,1,0,0,3,6,0,0,0,0,0,0,0,9,35,15
4259,Master,Single,19485.0,1,0,80,1,1,0,2,7,0,0,0,0,0,0,0,8,36,10
3623,Graduation,Together,21675.0,1,0,55,3,4,0,3,7,0,0,0,0,0,0,0,7,46,45
3270,Unknown,Together,17117.0,1,0,96,4,3,1,3,9,0,0,0,0,0,0,0,9,44,128
905,Graduation,Divorced,21846.0,1,0,38,4,4,0,3,8,0,0,0,0,0,0,0,8,36,84
5871,Master,Together,24401.0,0,0,98,3,6,1,6,8,0,0,0,0,0,0,0,9,43,467
8700,Basic,Single,14906.0,0,0,86,3,2,1,3,7,0,0,0,0,0,0,0,9,36,66
10031,PhD,Married,16927.0,1,1,50,5,3,0,4,8,0,0,0,0,0,0,0,9,46,53
10995,Unknown,Married,15716.0,1,0,8,3,3,0,4,8,0,0,0,0,0,1,0,9,34,92
3955,Graduation,Divorced,4861.0,0,0,20,0,0,0,0,14,0,0,0,0,0,0,0,7,57,6
9850,Unknown,Married,24884.0,1,0,32,1,0,0,3,7,0,0,0,0,0,0,0,9,50,19
5527,Graduation,Together,22434.0,1,0,25,2,2,0,3,8,0,0,0,0,0,0,0,9,35,58
8975,Graduation,Married,19514.0,1,1,47,4,3,1,2,8,1,0,0,0,0,0,0,8,54,69
4436,Graduation,Single,20180.0,0,0,27,1,2,1,4,7,0,0,0,0,0,0,0,9,46,137
4240,Graduation,Married,17345.0,1,0,79,2,2,1,2,8,0,0,0,0,0,0,0,9,44,58
3628,Basic,Single,15038.0,1,0,93,2,2,1,2,9,0,0,0,0,0,0,0,9,35,80
10749,Graduation,Single,8028.0,0,0,62,15,0,1,0,19,0,0,0,0,0,0,0,9,31,178
4415,Graduation,Married,16860.0,1,1,19,3,1,1,3,7,0,0,0,0,0,0,0,9,61,38
4817,Graduation,Divorced,22304.0,0,0,91,1,1,0,2,8,0,0,0,0,0,0,0,9,66,18
10914,Graduation,Single,24163.0,1,1,3,2,1,0,3,4,0,0,0,0,0,0,0,8,52,17
10065,Unknown,Married,15315.0,0,0,27,2,2,0,4,5,0,0,0,0,0,0,0,8,52,64
11010,PhD,Single,16269.0,1,0,75,3,3,0,3,8,0,0,0,0,0,0,0,8,38,44
880,Basic,Together,22634.0,0,0,47,1,2,1,2,8,0,0,0,0,0,0,0,9,56,96
8977,Basic,Single,16581.0,0,0,51,1,0,0,3,4,0,0,0,0,0,0,0,9,37,24
10617,Master,Divorced,10979.0,0,0,34,2,3,0,3,5,0,0,0,0,0,0,0,7,33,30
4066,Unknown,Divorced,21282.0,1,0,76,2,2,1,2,6,0,0,0,0,0,0,0,7,44,46
4961,Master,Together,21255.0,1,0,56,4,2,1,4,4,0,0,0,0,0,0,0,8,48,61
10710,Graduation,Married,7500.0,0,1,61,1,1,0,2,8,0,0,0,0,0,0,0,9,43,18
213,PhD,Single,23091.0,1,1,98,4,2,1,3,7,0,0,0,0,0,0,0,7,59,48
193,Basic,Married,14421.0,0,0,81,1,1,0,2,5,1,0,0,0,0,0,0,8,26,16
3363,Unknown,Married,20130.0,0,0,99,1,1,0,3,8,0,0,0,0,0,0,0,8,48,34
8686,Basic,Together,23724.0,1,0,65,2,2,0,3,8,0,0,0,0,0,0,0,9,43,75
3839,Basic,Single,15056.0,1,1,76,5,2,2,3,5,0,0,0,0,0,0,0,9,64,88
2292,Graduation,Single,22327.0,1,0,94,1,1,0,3,5,0,0,0,0,0,0,0,8,37,24
3068,Graduation,Married,18351.0,0,0,1,1,2,0,3,7,0,0,0,0,0,0,0,8,32,43
10395,Basic,Single,8940.0,1,0,25,3,3,1,3,8,0,0,0,0,0,0,0,9,36,101
6862,Graduation,Divorced,1730.0,0,0,65,15,0,0,0,20,0,0,0,0,0,0,0,7,51,8
4136,Basic,Single,7500.0,1,0,63,4,3,2,2,9,0,0,0,0,0,0,0,9,30,119
4298,PhD,Together,20427.0,1,0,63,1,1,0,2,8,0,0,0,0,0,0,0,8,49,10
11114,Graduation,Together,19656.0,1,0,94,3,2,1,3,7,0,0,0,0,0,0,0,9,52,84
7527,Master,Divorced,23748.0,1,0,97,3,2,1,3,8,0,0,0,0,0,0,0,9,54,76
4808,Graduation,Married,15759.0,0,0,12,1,1,0,2,7,0,0,0,0,0,0,0,8,66,17
5068,Graduation,Single,22804.0,1,0,75,1,2,0,2,9,0,0,0,0,0,0,0,8,51,26
10641,Graduation,Single,7500.0,1,1,5,4,2,1,3,6,0,0,0,0,0,0,0,9,44,57
1878,Unknown,Married,23148.0,0,0,83,1,2,0,3,7,0,0,0,0,0,0,0,8,37,37
6398,Basic,Married,18393.0,1,0,2,2,3,0,3,8,0,0,0,0,0,0,0,8,48,50
7937,Graduation,Married,24711.0,0,0,86,1,3,0,3,7,0,0,0,0,0,0,0,8,40,58
4246,Master,Single,6560.0,0,0,2,0,1,0,1,17,0,0,0,0,0,0,0,8,40,373
2253,Graduation,Married,18929.0,0,0,15,1,1,0,4,6,0,0,0,0,0,0,0,9,32,85
5181,Basic,Single,24367.0,1,0,58,1,1,0,2,9,0,0,0,0,0,0,0,9,40,24
8369,Graduation,Together,18227.0,1,0,21,1,0,1,2,8,0,0,0,0,0,0,0,9,35,28
1384,Basic,Married,17256.0,1,0,10,2,2,1,2,8,1,0,0,0,0,0,0,8,30,62
793,Graduation,Married,20895.0,1,0,24,1,2,0,3,9,0,0,0,0,0,0,0,9,49,45
8140,Graduation,Together,22682.0,1,0,51,3,2,1,4,4,0,0,0,0,0,0,0,8,49,95
524,Basic,Together,22634.0,0,0,47,1,2,1,2,8,0,0,0,0,0,0,0,9,56,96
4098,Graduation,Married,24639.0,1,1,3,3,2,0,4,6,0,0,0,0,0,0,0,8,49,44
4086,Graduation,Married,18690.0,0,0,77,1,1,1,2,8,0,0,0,0,0,0,0,9,63,60
2518,Unknown,Together,20491.0,0,0,16,1,0,1,2,7,0,0,0,0,0,0,0,9,36,30
10403,Graduation,Together,16531.0,1,0,43,3,3,0,3,7,0,0,0,0,0,0,0,7,44,44
9672,Unknown,Married,23162.0,1,1,82,3,1,1,3,6,0,0,0,0,0,0,0,8,52,65
3102,Unknown,Together,19414.0,1,0,32,1,1,0,3,8,0,0,0,0,0,0,0,8,41,32
5868,Graduation,Married,19107.0,1,0,49,2,1,0,3,7,0,0,0,0,0,0,0,8,42,46
11110,Graduation,Single,3502.0,1,0,56,0,0,0,0,14,0,0,0,0,0,0,0,9,49,5
3536,Graduation,Together,19740.0,0,1,65,2,1,1,3,5,0,0,0,0,0,0,0,9,62,55
3745,Unknown,Married,23331.0,1,0,92,2,3,0,3,8,0,0,0,0,0,0,0,9,34,103
9771,Unknown,Single,23331.0,1,0,97,6,5,1,5,9,0,0,0,0,0,0,0,9,34,269
451,Graduation,Single,9255.0,1,0,91,1,1,1,2,8,0,0,0,0,0,0,0,8,33,22
9530,Graduation,Married,24645.0,1,0,16,1,1,0,2,8,0,0,0,0,0,0,0,9,34,17
10069,Basic,Together,13724.0,1,0,43,1,2,0,2,9,1,0,0,0,0,0,0,9,34,58
24,Master,Together,17144.0,1,1,96,5,3,0,4,7,0,0,0,0,0,0,0,8,62,47
1773,Unknown,Married,12393.0,0,0,38,1,2,0,3,9,0,0,0,0,0,0,0,9,44,57
9668,Graduation,Married,18793.0,1,0,14,3,2,0,4,8,0,0,0,0,0,0,0,9,51,77
10207,Graduation,Together,22775.0,1,0,40,1,1,0,2,8,0,0,0,0,0,0,0,8,44,15
3829,Basic,Together,24594.0,1,0,94,1,1,0,3,5,0,0,0,0,0,0,0,8,43,29
8079,Graduation,Married,22448.0,1,0,86,3,2,1,3,3,0,0,0,0,0,0,0,8,40,55
4712,Unknown,Together,20193.0,0,0,18,1,1,1,4,4,0,0,0,0,0,0,0,9,31,82
6347,Basic,Single,15862.0,1,0,26,1,1,0,3,8,0,0,0,0,0,0,0,8,43,36
2156,PhD,Married,22554.0,1,1,38,4,2,0,4,5,0,0,0,0,0,0,0,9,67,41
7788,PhD,Married,23536.0,1,0,53,1,0,0,3,3,0,0,0,0,0,0,0,7,39,10
10790,PhD,Married,18169.0,1,0,40,1,1,0,2,8,0,0,0,0,0,0,0,9,37,21
10398,Unknown,Single,24336.0,1,0,82,1,1,0,2,7,0,0,0,0,0,0,0,9,41,31
2431,Graduation,Married,18222.0,0,0,70,1,2,0,3,8,0,0,0,0,0,0,0,9,32,67
5294,Graduation,Single,18358.0,1,0,49,3,3,0,4,7,0,0,0,0,0,0,0,8,33,57
4055,Basic,Single,18746.0,1,0,41,2,3,0,3,6,0,0,0,0,0,0,0,7,30,64
7629,Graduation,Married,22108.0,1,1,46,2,2,0,3,7,0,0,0,0,0,0,0,8,45,31
6742,Graduation,Married,17688.0,1,0,82,1,1,0,2,8,0,0,0,0,0,1,0,9,43,11
1744,Basic,Single,23529.0,0,1,67,1,1,1,2,6,0,0,0,0,0,0,0,9,57,54
10304,Graduation,Married,18690.0,0,0,77,1,1,1,2,8,0,0,0,0,0,0,0,9,63,60
5394,Basic,Single,16014.0,1,1,42,4,1,1,4,3,0,0,0,0,0,0,0,9,43,38
8812,Unknown,Divorced,13533.0,1,0,45,2,2,0,3,7,0,0,0,0,0,0,0,9,43,48
4328,Unknown,Married,21955.0,1,0,81,2,2,1,3,6,0,0,0,0,0,0,0,8,36,55
5150,Basic,Single,20194.0,1,0,64,2,2,0,3,6,0,0,0,0,0,0,0,9,43,47
6237,PhD,Single,7144.0,0,1,92,0,23,1,1,0,0,0,0,0,0,0,0,8,56,416
3130,Graduation,Single,18701.0,1,1,95,4,2,0,4,5,0,0,0,0,0,0,0,8,58,44
2549,PhD,Together,21840.0,1,0,80,1,1,0,3,9,0,0,0,0,0,0,0,8,39,27
9931,PhD,Married,4023.0,1,1,29,15,0,0,0,19,0,0,0,0,0,0,0,7,59,9
11148,Graduation,Together,22280.0,1,0,85,1,1,0,2,8,0,0,0,0,0,0,0,8,47,13
5316,Master,Together,21024.0,0,0,89,1,2,0,4,7,0,0,0,0,0,0,0,8,46,84
10241,Unknown,Divorced,11448.0,0,0,16,1,1,0,2,6,0,0,0,0,0,0,0,8,47,14
9612,Unknown,Single,23830.0,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,8,35,43
8462,Basic,Together,24882.0,1,0,52,1,1,1,2,6,1,0,0,0,0,0,0,9,44,80
10779,Graduation,Single,22148.0,0,0,16,1,1,0,3,7,0,0,0,0,0,0,0,8,39,49
2326,Graduation,Married,18929.0,0,0,15,1,1,0,4,6,0,0,0,0,0,0,0,9,32,85
2929,Graduation,Single,20180.0,0,0,27,1,2,1,4,7,0,0,0,0,0,0,0,9,46,137
3112,Master,Married,22701.0,1,0,2,1,1,0,3,5,0,0,0,0,0,0,0,8,45,24
1458,Master,Married,21059.0,1,0,40,3,3,0,3,6,0,0,0,0,0,0,0,8,40,44
5393,Graduation,Single,23763.0,1,0,64,1,1,0,3,7,0,0,0,0,0,0,0,9,45,42
10311,Graduation,Married,4428.0,0,1,0,0,25,0,0,1,0,0,0,0,0,0,0,8,53,359
3032,Graduation,Married,24570.0,1,0,97,3,4,0,4,9,0,0,0,0,0,0,0,9,38,193
8619,Graduation,Together,21994.0,0,1,4,1,0,0,3,5,0,0,0,0,0,0,0,9,65,22
898,Graduation,Married,23477.0,1,0,39,3,3,0,4,8,0,0,0,0,0,0,0,8,36,147
4547,Graduation,Together,13672.0,1,1,86,2,1,0,3,8,0,0,0,0,0,0,0,9,62,25
4860,Graduation,Single,24206.0,1,0,66,1,1,0,3,6,0,0,0,0,0,0,0,9,52,25
255,Graduation,Divorced,22263.0,1,1,31,2,1,0,3,6,0,0,0,0,0,1,0,8,71,21
153,Graduation,Divorced,23272.0,0,0,29,1,1,0,3,4,0,0,0,0,0,0,0,8,69,46
10001,Unknown,Together,7500.0,1,0,98,4,2,1,3,9,0,0,0,0,0,0,0,9,37,100
8625,Graduation,Married,17649.0,1,0,70,3,3,0,3,8,0,0,0,0,0,0,0,8,46,45
6673,Graduation,Single,23478.0,0,0,51,1,3,0,3,8,0,0,0,0,0,0,0,9,57,129
954,Basic,Widow,22123.0,0,0,77,1,2,1,3,5,0,0,0,0,0,0,0,8,62,102
2686,Basic,Together,22390.0,0,0,49,1,1,0,2,7,0,0,0,0,0,0,0,8,53,26
5802,Basic,Married,14188.0,0,0,40,1,2,0,4,6,0,0,0,0,0,0,0,9,50,75
1407,Basic,Married,20425.0,1,0,5,2,2,0,3,7,0,0,0,0,0,0,0,9,36,57
642,Basic,Married,16005.0,1,0,69,3,2,1,2,8,0,0,0,0,0,0,0,9,42,103
4973,Graduation,Single,20587.0,1,0,39,1,1,1,2,7,0,0,0,0,0,0,0,7,52,25
10432,Graduation,Divorced,19346.0,1,0,26,1,1,0,3,8,0,0,0,0,0,0,0,8,48,22
9727,Graduation,Married,23539.0,0,0,13,1,2,0,4,6,0,0,0,0,0,0,0,8,65,81
9481,Graduation,Married,17148.0,1,0,80,4,3,1,3,8,0,0,0,0,0,0,0,8,46,68
7600,Basic,Single,15253.0,1,0,13,2,1,0,3,7,0,0,0,0,0,0,0,8,30,29
2980,Master,Single,8820.0,1,1,52,4,3,0,3,8,0,0,0,0,0,0,0,9,70,35
7620,Basic,Single,16185.0,1,0,71,2,2,2,2,8,0,0,0,0,0,0,0,8,32,106
1876,Graduation,Married,18929.0,0,0,15,1,1,0,4,6,0,0,0,0,0,0,0,9,32,85
3850,Basic,Together,14918.0,0,1,52,1,1,0,3,6,0,0,0,0,0,0,0,9,59,43
9303,Graduation,Married,5305.0,0,1,12,0,1,0,0,13,0,0,0,0,0,0,0,8,46,32
4838,Graduation,Together,22775.0,1,0,40,1,1,0,2,8,0,0,0,0,0,0,0,8,44,15
10659,Unknown,Together,7500.0,1,0,7,4,3,2,2,7,0,0,0,0,0,0,0,9,43,53
10084,Graduation,Married,24434.0,1,0,9,2,2,1,2,7,0,0,0,0,0,0,0,7,50,50
7004,Graduation,Single,11012.0,1,0,82,3,3,1,2,9,1,0,0,0,0,0,0,9,38,84
